 ,Label,Area,Mean,StdDev,Perim.,BX,BY,Width,Height,Circ.,AR,Round,Solidity
11,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:00938-08140,62.778,1.087,0.146,35.871,5209.647,596.999,9.608,8.327,0.613,1.211,0.826,0.927
12,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:00941-04521,32.004,1.173,0.236,24.341,2892.754,600.202,6.406,5.765,0.679,1.120,0.893,0.945
13,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:00944-06005,3.693,1.995,0.346,10.249,3845.262,604.045,3.203,1.922,0.442,2.323,0.431,0.783
14,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:00963-07244,17.233,2.054,0.489,19.217,4637.630,614.934,5.124,3.843,0.586,1.337,0.748,0.933
15,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01045-06991,13.540,1.195,0.175,16.654,4476.210,667.460,3.843,4.484,0.613,1.177,0.850,0.904
16,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01073-07239,18.054,2.396,0.361,20.498,4634.428,685.396,5.765,4.484,0.540,1.354,0.739,0.871
17,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01111-07519,32.004,0.888,0.172,28.184,4813.143,708.456,6.406,7.046,0.506,1.227,0.815,0.867
18,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01132-05759,27.491,0.896,0.133,24.341,3686.404,721.907,5.765,6.406,0.583,1.168,0.856,0.899
19,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01173-09442,90.679,1.038,0.224,44.839,6043.012,745.608,10.889,11.530,0.567,1.053,0.949,0.915
20,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01190-07759,32.825,1.777,0.274,25.622,4966.877,759.060,6.406,6.406,0.628,1.100,0.909,0.930
21,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01194-03309,17.643,1.539,0.228,19.217,2117.040,762.903,5.124,4.484,0.600,1.113,0.898,0.878
22,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01206-05753,20.926,0.935,0.111,24.341,3682.560,769.949,5.765,5.765,0.444,1.485,0.674,0.836
23,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01228-04101,20.516,0.885,0.117,20.498,2624.361,784.682,5.765,4.484,0.614,1.359,0.736,0.901
24,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01225-05749,92.731,1.022,0.281,44.839,3677.436,778.917,10.889,11.530,0.580,1.075,0.930,0.930
25,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01263-03739,11.078,0.946,0.060,15.373,2393.120,807.101,3.843,3.843,0.589,1.092,0.916,0.885
26,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01264-02994,26.670,1.254,0.186,24.341,1915.264,806.461,5.765,6.406,0.566,1.089,0.918,0.884
27,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01267-04198,19.695,0.866,0.103,20.498,2686.495,809.664,5.765,4.484,0.589,1.334,0.749,0.889
28,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01278-05680,38.980,1.326,0.356,28.184,3635.159,814.788,6.406,7.687,0.617,1.220,0.820,0.927
29,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01296-07659,0.410,1.857,0.000,2.562,4906.024,830.161,0.641,0.641,0.785,1.000,1.000,1.000
30,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01295-07660,9.027,1.681,0.217,12.811,4905.383,828.240,3.203,3.203,0.691,1.101,0.908,0.936
31,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01314-04880,17.233,1.192,0.167,21.779,3123.354,839.129,5.124,5.765,0.457,1.797,0.556,0.792
32,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01319-07018,107.912,0.952,0.127,47.401,4489.662,839.129,12.171,11.530,0.604,1.088,0.919,0.933
33,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01337-04639,0.821,2.056,0.236,3.843,2971.542,855.784,0.641,1.281,0.698,2.000,0.500,1.000
34,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01350-06424,24.208,1.252,0.207,24.341,4112.374,861.549,5.765,6.406,0.513,1.395,0.717,0.855
35,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01482-05473,25.029,2.100,0.393,21.779,3503.204,946.743,5.124,5.765,0.663,1.120,0.893,0.931
36,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01517-07863,25.439,1.060,0.103,25.622,5034.135,967.881,5.124,7.687,0.487,1.388,0.721,0.873
37,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01557-05184,18.054,1.039,0.106,20.498,3318.084,995.425,5.124,4.484,0.540,1.143,0.875,0.898
38,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01584-04352,43.903,1.614,0.277,30.747,2783.859,1011.439,8.327,7.046,0.584,1.290,0.775,0.907
39,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01609-08327,43.493,1.436,0.283,29.466,5330.072,1027.453,7.687,7.046,0.630,1.038,0.963,0.926
40,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01642-04654,3.693,1.427,0.174,8.968,2979.870,1051.154,2.562,1.922,0.577,1.340,0.746,0.857
41,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01658-07271,0.821,1.525,0.035,3.843,4657.488,1061.402,0.641,1.281,0.698,2.000,0.500,1.000
42,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01702-11223,21.747,1.581,0.242,21.779,7185.765,1088.306,6.406,4.484,0.576,1.304,0.767,0.898
43,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01702-11236,54.982,1.227,0.226,34.590,7192.811,1086.384,8.968,8.327,0.577,1.174,0.852,0.921
44,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01721-08097,27.081,1.628,0.294,24.341,5183.385,1099.836,6.406,5.124,0.574,1.192,0.839,0.910
45,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01722-08189,27.081,1.827,0.332,23.060,5242.956,1099.836,5.124,6.406,0.640,1.260,0.793,0.930
46,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01741-07660,3.693,1.628,0.255,8.968,4905.383,1114.569,2.562,1.922,0.577,1.185,0.844,0.857
47,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01791-07082,2.052,0.865,0.088,7.687,4535.782,1146.596,1.922,1.922,0.436,1.496,0.668,0.714
48,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01807-03629,0.410,1.278,0.000,2.562,2324.580,1157.486,0.641,0.641,0.785,1.000,1.000,1.000
49,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01811-08371,9.027,2.111,0.288,15.373,5360.178,1158.126,3.843,3.843,0.480,1.204,0.831,0.800
50,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01831-07818,11.899,1.606,0.327,19.217,5006.591,1170.297,3.203,5.124,0.405,1.994,0.502,0.829
51,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01843-04506,1.641,1.241,0.193,6.406,2885.708,1179.905,1.281,1.922,0.503,2.000,0.500,0.800
52,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01846-04505,0.410,1.000,0.000,2.562,2885.708,1182.468,0.641,0.641,0.785,1.000,1.000,1.000
53,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01850-04414,12.309,1.163,0.146,16.654,2825.496,1183.108,3.843,4.484,0.558,1.262,0.793,0.909
54,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01921-05714,2.052,0.726,0.081,7.687,3659.500,1229.228,1.281,2.562,0.436,2.188,0.457,0.769
55,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01974-06015,11.899,1.854,0.230,15.373,3851.667,1262.537,3.203,4.484,0.633,1.373,0.728,0.921
56,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01976-07375,20.926,1.037,0.087,20.498,4722.184,1263.178,4.484,5.765,0.626,1.302,0.768,0.919
57,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:01996-08951,47.186,1.275,0.133,32.028,5729.780,1274.708,7.687,8.327,0.578,1.142,0.876,0.916
58,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02003-07453,2.872,1.688,0.155,7.687,4773.428,1282.394,1.922,1.922,0.611,1.069,0.936,0.875
59,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02009-08264,6.155,1.420,0.135,11.530,5292.279,1285.597,2.562,3.203,0.582,1.759,0.569,0.882
60,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02016-07625,14.771,1.775,0.274,17.936,4882.964,1288.800,3.203,5.765,0.577,1.686,0.593,0.911
61,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02025-06991,30.363,0.745,0.078,25.622,4475.570,1293.924,5.765,7.046,0.581,1.392,0.719,0.914
62,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02124-07312,47.186,1.231,0.197,30.747,4679.907,1356.699,7.687,7.687,0.627,1.038,0.963,0.935
63,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02143-06280,9.437,1.827,0.251,15.373,4020.774,1371.432,4.484,3.203,0.502,1.318,0.759,0.821
64,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02161-07871,7.796,2.123,0.300,12.811,5040.541,1382.962,3.203,3.203,0.597,1.244,0.804,0.884
65,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02216-03580,53.341,1.311,0.340,34.590,2289.350,1414.990,8.327,8.968,0.560,1.339,0.747,0.919
66,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02222-06821,106.271,1.100,0.390,49.963,4363.472,1417.552,11.530,11.530,0.535,1.026,0.975,0.927
67,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02239-06795,20.926,1.981,0.327,21.779,4350.020,1431.644,5.765,5.124,0.554,1.327,0.754,0.872
68,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02238-09134,32.825,1.717,0.282,26.903,5847.642,1430.363,6.406,7.046,0.570,1.184,0.845,0.889
69,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02253-09522,29.543,1.202,0.221,25.622,6096.178,1439.971,6.406,6.406,0.565,1.024,0.976,0.889
70,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02252-08932,42.262,1.046,0.421,32.028,5717.609,1438.690,7.687,8.327,0.518,1.081,0.925,0.869
71,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02259-07475,0.410,1.375,0.000,2.562,4788.161,1447.018,0.641,0.641,0.785,1.000,1.000,1.000
72,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02258-07480,2.872,2.173,0.340,7.687,4790.723,1445.736,1.922,1.922,0.611,1.069,0.936,0.875
73,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02256-07594,29.543,1.710,0.324,26.903,4861.185,1441.893,7.046,6.406,0.513,1.435,0.697,0.847
74,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02264-05468,59.495,1.085,0.131,35.871,3497.439,1446.377,10.249,7.687,0.581,1.523,0.657,0.906
75,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02278-06469,32.825,1.263,0.172,26.903,4140.558,1455.985,6.406,7.046,0.570,1.196,0.836,0.904
76,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02285-08337,1.231,1.053,0.050,5.124,5339.681,1463.031,1.281,1.281,0.589,1.464,0.683,0.857
77,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02286-06646,43.903,0.952,0.249,32.028,4253.296,1460.469,7.687,8.327,0.538,1.132,0.884,0.881
78,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02356-04027,10.668,1.171,0.212,17.936,2577.600,1507.230,3.843,4.484,0.417,1.592,0.628,0.754
79,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02386-01714,30.363,1.714,0.280,25.622,1094.711,1525.165,6.406,6.406,0.581,1.262,0.792,0.914
80,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02411-07386,13.540,1.188,0.135,20.498,4729.230,1541.820,4.484,5.124,0.405,1.143,0.875,0.776
81,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02421-02355,33.646,1.204,0.169,25.622,1505.308,1547.585,6.406,6.406,0.644,1.046,0.956,0.937
82,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02465-06704,1.231,0.964,0.149,5.124,4293.651,1578.332,1.281,1.281,0.589,1.464,0.683,0.857
83,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02462-06264,24.619,1.458,0.248,23.060,4009.885,1574.488,5.765,5.765,0.582,1.019,0.981,0.882
84,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02464-03276,25.439,1.277,0.207,25.622,2095.261,1575.129,6.406,6.406,0.487,1.351,0.740,0.849
85,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02467-03713,15.592,1.473,0.219,17.936,2375.825,1578.332,5.124,3.843,0.609,1.488,0.672,0.894
86,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02473-04390,0.821,0.781,0.044,3.843,2812.044,1583.456,0.641,1.281,0.698,2.000,0.500,1.000
87,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02481-02635,39.390,1.874,0.364,29.466,1684.024,1586.018,8.327,6.406,0.570,1.325,0.755,0.901
88,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02490-04483,1.641,1.124,0.171,5.124,2870.975,1594.346,1.281,1.281,0.785,1.000,1.000,1.000
89,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02496-06086,28.312,1.888,0.371,24.341,3895.866,1595.627,5.765,6.406,0.600,1.062,0.942,0.896
90,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02512-05233,38.980,1.890,0.349,28.184,3348.830,1605.876,7.046,7.046,0.617,1.051,0.951,0.922
91,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02526-04145,28.312,1.280,0.244,24.341,2652.545,1614.843,5.765,6.406,0.600,1.217,0.822,0.896
92,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02581-09688,18.464,1.199,0.181,20.498,6203.151,1650.715,5.124,5.124,0.552,1.149,0.870,0.874
93,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02583-02500,8.206,1.074,0.135,14.092,1599.470,1653.277,3.843,3.203,0.519,1.261,0.793,0.816
94,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02613-02699,4.924,0.818,0.078,12.811,1728.222,1671.853,1.922,3.843,0.377,2.384,0.419,0.774
95,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02634-03357,0.410,1.238,0.000,2.562,2150.349,1687.226,0.641,0.641,0.785,1.000,1.000,1.000
96,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02657-09940,25.029,1.562,0.343,23.060,6364.571,1699.397,5.765,5.765,0.591,1.118,0.894,0.904
97,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02659-07357,24.208,1.178,0.177,23.060,4709.373,1700.678,6.406,5.124,0.572,1.349,0.741,0.901
98,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02667-02225,13.540,0.831,0.115,17.936,1423.317,1705.802,3.843,5.124,0.529,1.565,0.639,0.846
99,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02686-06244,37.749,1.112,0.216,28.184,3996.433,1717.332,7.046,7.046,0.597,1.046,0.956,0.889
100,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02690-02878,22.567,1.686,0.288,21.779,1840.960,1720.535,5.765,5.124,0.598,1.103,0.907,0.894
101,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02701-03594,24.208,1.465,0.219,23.060,2299.598,1727.581,5.765,5.765,0.572,1.044,0.958,0.887
102,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02730-06302,23.388,1.242,0.175,21.779,4034.867,1745.517,4.484,6.406,0.620,1.420,0.704,0.934
103,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02744-03743,14.771,1.364,0.132,17.936,2395.682,1755.766,4.484,4.484,0.577,1.105,0.905,0.889
104,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02775-03774,27.081,1.369,0.183,25.622,2414.258,1774.983,6.406,5.765,0.518,1.159,0.863,0.886
105,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02816-03008,0.410,2.200,0.000,2.562,1926.794,1803.808,0.641,0.641,0.785,1.000,1.000,1.000
106,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02835-10029,0.410,1.200,0.000,2.562,6424.143,1815.978,0.641,0.641,0.785,1.000,1.000,1.000
107,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02834-10030,12.720,1.258,0.138,17.936,6422.862,1813.416,4.484,4.484,0.497,1.092,0.915,0.805
108,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02864-08612,7.796,1.309,0.226,12.811,5515.193,1833.273,3.203,3.203,0.597,1.380,0.725,0.884
109,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02889-02892,50.058,1.145,0.182,33.309,1848.647,1846.084,7.687,8.968,0.567,1.020,0.980,0.910
110,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02911-02769,20.516,1.459,0.202,21.779,1771.139,1862.098,5.124,5.765,0.544,1.751,0.571,0.893
111,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02912-07703,37.338,1.602,0.243,29.466,4930.365,1862.098,7.687,7.046,0.540,1.179,0.848,0.897
112,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02919-07709,17.233,1.689,0.285,20.498,4935.489,1867.223,5.124,5.124,0.515,1.220,0.820,0.832
113,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02924-05296,8.617,1.094,0.159,17.936,3390.467,1871.066,3.843,4.484,0.337,1.331,0.751,0.677
114,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02944-05188,32.415,0.892,0.395,29.466,3320.005,1882.596,7.046,7.046,0.469,1.036,0.965,0.873
115,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02954-06544,23.388,2.016,0.244,23.060,4188.600,1889.642,6.406,5.124,0.553,1.217,0.822,0.884
116,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02967-01549,38.980,1.354,0.217,28.184,989.020,1897.329,7.046,7.046,0.617,1.139,0.878,0.922
117,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02975-01798,3.693,1.175,0.158,11.530,1151.080,1904.375,1.922,3.203,0.349,1.819,0.550,0.750
118,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02972-09864,35.287,1.515,0.271,26.903,6315.248,1900.532,6.406,7.046,0.613,1.074,0.931,0.910
119,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02981-08847,8.206,1.613,0.368,12.811,5665.724,1908.218,3.203,3.203,0.628,1.282,0.780,0.909
120,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02999-04663,0.410,0.828,0.000,2.562,2986.916,1921.029,0.641,0.641,0.785,1.000,1.000,1.000
121,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:02998-10803,27.901,1.006,0.207,25.622,6916.731,1917.186,6.406,6.406,0.534,1.048,0.954,0.895
122,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03012-07267,57.444,1.418,0.316,37.152,4650.442,1925.513,9.608,8.327,0.523,1.193,0.838,0.903
123,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03055-06709,18.874,2.955,0.516,20.498,4294.933,1954.338,5.124,5.124,0.565,1.097,0.912,0.876
124,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03058-10250,0.410,0.561,0.000,2.562,6565.706,1958.822,0.641,0.641,0.785,1.000,1.000,1.000
125,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03056-10243,44.724,0.749,0.132,39.715,6556.738,1954.338,9.608,7.046,0.356,1.432,0.698,0.835
126,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03074-02517,7.386,2.718,0.457,12.811,1611.000,1967.790,3.203,3.203,0.565,1.094,0.914,0.857
127,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03080-08558,8.617,2.091,0.366,14.092,5479.962,1971.633,3.843,3.203,0.545,1.283,0.779,0.857
128,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03088-01155,9.437,1.977,0.230,14.092,738.562,1976.117,3.203,3.843,0.597,1.149,0.870,0.902
129,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03087-06596,36.108,1.014,0.185,26.903,4221.909,1974.196,7.046,6.406,0.627,1.135,0.881,0.921
130,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03101-08521,22.978,0.777,0.100,21.779,5455.621,1983.804,5.765,5.124,0.609,1.203,0.831,0.911
131,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03105-06556,113.246,0.989,0.238,53.807,4193.084,1983.163,12.811,12.171,0.492,1.215,0.823,0.889
132,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03109-03242,53.751,0.965,0.230,33.309,2072.841,1987.647,8.327,8.327,0.609,1.062,0.941,0.910
133,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03118-06553,0.410,1.533,0.000,2.562,4197.568,1997.256,0.641,0.641,0.785,1.000,1.000,1.000
134,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03116-04733,13.951,1.498,0.284,19.217,3029.833,1993.412,3.843,5.124,0.475,1.519,0.659,0.840
135,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03122-05528,0.410,0.920,0.000,2.562,3540.997,1999.818,0.641,0.641,0.785,1.000,1.000,1.000
136,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03123-05531,21.747,1.082,0.246,28.184,3540.357,1997.256,5.124,6.406,0.344,1.294,0.773,0.803
137,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03126-03627,7.796,2.558,0.385,12.811,2322.018,2001.099,3.203,3.203,0.597,1.161,0.861,0.884
138,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03146-05449,28.312,0.954,0.135,25.622,3487.191,2011.989,6.406,6.406,0.542,1.174,0.852,0.879
139,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03147-01125,39.390,1.146,0.270,30.747,716.783,2012.629,8.327,7.046,0.524,1.403,0.713,0.897
140,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03181-03970,16.413,1.963,0.250,17.936,2541.088,2035.689,4.484,4.484,0.641,1.055,0.948,0.920
141,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03187-10291,21.747,1.405,0.282,21.779,6589.407,2038.892,5.124,5.765,0.576,1.123,0.890,0.891
142,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03192-01420,17.643,1.791,0.329,20.498,907.028,2042.095,5.124,5.124,0.528,1.217,0.821,0.843
143,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03203-04534,6.975,2.082,0.275,12.811,2903.003,2049.781,2.562,3.843,0.534,1.770,0.565,0.850
144,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03218-07377,20.516,1.323,0.145,20.498,4722.184,2059.390,6.406,3.843,0.614,1.512,0.661,0.926
145,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03225-10261,59.906,0.843,0.227,37.152,6568.268,2061.311,8.968,9.608,0.545,1.075,0.930,0.890
146,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03234-06744,80.011,1.398,0.316,42.277,4314.790,2066.436,10.249,10.889,0.563,1.231,0.812,0.918
147,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03245-11033,35.287,2.090,0.395,26.903,7064.059,2075.404,7.046,6.406,0.613,1.056,0.947,0.925
148,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03260-07224,0.410,1.769,0.000,2.562,4627.381,2088.215,0.641,0.641,0.785,1.000,1.000,1.000
149,Result of BEFORE_GA3_A3 Region1_Merged_RAW_ch01.tif:03276-06365,57.033,1.042,0.126,37.152,4072.659,2093.980,8.968,8.968,0.519,1.037,0.964,0.900
